0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0.0424843, 0.783046, 0.224273, 0.643404, , 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
1.11831, 0.0424843, 0.643404, 0.783046, , 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
1.24637, 0.250839, 0.639413, 1.76283, 0.0424843, , 
0.434618, 0.0424843, 1.54121, 1.11831, , 
0.0428324, 0.0376353, 0.0424843, 1.54121, 1.76283, 1.11831, , 
0, 
1.20762, 1.54121, 1.11831, 1.64164, 1.76283, , 
0, 
0, 
0, 
1.64048, 0.434618, 0.250839, 0.0424843, , 
0, 
0, 
1.64048, 1.24637, 0.250839, 0.0424843, 1.11831, , 
1.64048, 0.0428324, 1.54121, 1.76283, , 
0, 
0, 
1.64048, 0.0424843, 0.0428324, 1.76283, 1.74677, , 
1.64048, 0.434618, 1.11831, 0.0424843, , 
0, 
0, 
0, 
0, 
1.64048, 0.0376353, 1.54121, 1.76283, , 
0, 
1.64048, 0.0424843, 0.250839, 1.76283, 0.639413, 1.74677, , 
1.64048, 0.434618, 0.250839, 1.64164, 1.76283, , 
0, 
1.64048, 0.434618, 0.0424843, 1.76283, , 
0, 
1.64048, 0.434618, 1.76283, 0.0424843, , 
1.64048, 0.434618, 0.0424843, 1.11831, 1.76283, , 
1.64048, 1.54121, 1.76283, 0.0424843, 1.74677, , 
0.0424843, 0.250839, 1.11831, 0.118559, , 
1.54121, 1.40566, 1.11831, 0.0424843, 1.76283, , 
1.64164, 0.274347, 1.76283, 0.337129, , 
1.64048, 0.434618, 0.250839, 0.0424843, , 
0.434618, 1.24637, 0.250839, 0.0424843, 0.337129, , 
1.64048, 0.0424843, 0.250839, 0.337129, 1.76283, , 
1.20762, 0.0428324, 0.0424843, 1.54121, 1.76283, 0.118559, 0.337129, , 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
1.24637, 0.639413, 0.250839, 0.0424843, , 
0, 
1.64048, 0.0428324, 0.0424843, 0.250839, , 
0, 
1.24637, 0.434618, 1.54121, 0.189896, , 
0, 
0, 
0.250839, 1.40566, 0.0428324, 0.0424843, , 
1.24637, 0.0428324, 0.0424843, 1.54121, 1.76283, , 
1.64048, 0.0428324, 0.250839, 1.76283, 0.0424843, , 
0, 
1.64048, 0.434618, 1.54121, 0.0424843, 1.76283, , 
0, 
0, 
1.54121, 0.639413, 0.0424843, 1.76283, , 
0.434618, 0.250839, 0.0424843, 1.11831, 1.74677, 1.76283, , 
0, 
1.24637, 0.434618, 1.76283, 0.0424843, , 
0, 
1.64048, 0.0428324, 1.54121, 1.76283, 0.0424843, , 
0.0428324, 0.0424843, 1.24637, 1.76283, , 
0, 
0, 
0, 
0, 
0, 
0.0376353, 0.434618, 0.250839, 0.0424843, , 
0, 
0, 
1.64048, 0.0376353, 0.0424843, 1.40566, , 
1.64048, 0.0376353, 0.250839, 0.0424843, 1.7311, 0.431244, 1.76283, , 
1.64048, 2.44816, 0.434618, 0.0424843, 0.250839, , 
0, 
2.44816, 1.64048, 0.434618, 1.76283, 0.0424843, 0.0428324, 1.74677, , 
1.64048, 0.0376353, 1.11831, 0.0424843, 1.76283, , 
0, 
0, 
1.64048, 0.0428324, 0.0424843, 0.250839, , 
2.44816, 1.64048, 0.250839, 0.0424843, 1.11831, 0.189896, , 
0.0376353, 0.0424843, 1.11831, 1.76283, , 
0.0376353, 0.0424843, 0.250839, 0.337129, 1.76283, , 
1.64048, 0.0376353, 0.639413, 0.0424843, 0.250839, , 
0, 
0, 
0, 
0.434618, 1.64048, 0.0376353, 0.337129, 0.0424843, , 
0, 
0.434618, 1.64048, 0.0376353, 1.40566, , 
0.434618, 2.44816, 0.0424843, 0.783046, , 
1.64048, 0.434618, 0.0424843, 0.0376353, 1.11831, 1.76283, , 
0, 
0, 
1.64048, 0.434618, 1.82783, 0.250839, 0.0424843, , 
0, 
0.0428324, 0.0376353, 0.250839, 0.0424843, , 
0, 
0, 
0, 
2.44816, 0.0428324, 0.0424843, 1.11831, , 
0.250839, 0.0376353, 0.0424843, 1.40566, , 
0, 
0.0376353, 0.0424843, 0.0428324, 1.11831, , 
0, 
0, 
0, 
0.0376353, 0.0428324, 0.0424843, 1.13244, , 
0, 
