0.0445805,
0.015993,
0.0294918,
0.0148356,
0.0313053,
0.0333219,
0.00865979,
0.0348854,
0.0214537,
0.0214372,
0.0475432,
0.0250038,
0.0263498,
0.0348607,
0.0254497,
0.0294222,
0.0433642,
0.0415884,
0.0561214,
0.0326278,
0.0535837,
0.0409732,
0.0411879,
0.0328154,
0.0428141,
0.0568487,
0.0212904,
0.0250182,
0.0650142,
0.0499708,
0.049011,
0.0485618,
0.0298398,
0.0366196,
0.0435865,
0.0514747,
0.0461312,
0.043979,
0.0423261,
0.0338324,
0.0321273,
0.0296251,
0.0408116,
0.0423677,
0.0496734,
0.0559531,
0.0497144,
0.0616192,
0.0413054,
0.0346652,
0.0518408,
0.0460408,
0.0489931,
0.0339408,
0.0374562,
0.0480994,
0.0461902,
0.0588108,
0.0372178,
0.0325295,
0.048691,
0.0394461,
0.0325012,
0.0327128,
0.0331284,
0.05347,
0.0375588,
0.046385,
0.0328154,
0.0628466,
0.0341161,
0.0821538,
0.0349419,
0.036108,
0.0334168,
0.0395735,
0.031131,
0.0411066,
0.0454499,
0.0418088,
0.0447876,
0.0258652,
0.0463179,
0.0287578,
0.0542454,
0.039267,
0.0343195,
0.0560121,
0.0392823,
0.0469231,
0.041683,
0.0286674,
0.0330632,
0.0196884,
0.0448415,
0.0341067,
0.0542129,
0.0564909,
0.0336726,
0.0391054,
0.0192985,
0.0397086,
0.056903,
0.0380001,
0.0466318,
0.0419232,
0.0340051,
0.0414072,
0.0366862,
0.0379177,
0.0519835,
0.0400203,
0.043371,
0.0538323,
0.0310198,
0.0294123,
0.023821,
0.034038,
0.0247335,
0.0461755,
0.0336389,
0.0430461,
0.0480299,
0.0400988,
0.063156,
0.0492856,
0.0533974,
0.0581212,
0.051886,
0.0490871,
0.0288943,
0.0446774,
0.0654848,
0.0500479,
0.0447887,
0.068338,
0.0335452,
0.0290446,
0.0472495,
0.0510776,
0.050777,
0.0490612,
0.0489585,
0.0725175,
0.0527721,
0.0534389,
0.0449695,
0.0641631,
0.0430775,
0.0620208,
0.0697057,
0.0427331,
0.044018,
0.0717887,
0.0669273,
0.0678269,
