0.485012,
0.474355,
0.286608,
0.491936,
0.434009,
0.287559,
0.265388,
0.342597,
0.263362,
0.545471,
0.184254,
0.303445,
0.347859,
0.427044,
0.343266,
0.350572,
0.289699,
0.468336,
0.444071,
0.219523,
0.417137,
0.387786,
0.269275,
0.367407,
0.273306,
0.284826,
0.394207,
0.358287,
0.263225,
0.225547,
0.31856,
0.209625,
0.296987,
0.408411,
0.47699,
0.268274,
0.359205,
0.302272,
0.406624,
0.266265,
0.236833,
0.282809,
0.322385,
0.300691,
0.181432,
0.316869,
0.415685,
0.443838,
0.237479,
0.443606,
0.432975,
0.576529,
0.254895,
0.381974,
0.317572,
0.325122,
0.221705,
0.312299,
0.356149,
0.327851,
0.289555,
0.151531,
0.434427,
0.336793,
0.367529,
0.297615,
0.405915,
0.237468,
0.361089,
0.301174,
0.427115,
0.366252,
0.156033,
0.311542,
0.29918,
0.295074,
0.303688,
0.479546,
0.311369,
0.251043,
0.461008,
0.241239,
0.300107,
0.345366,
0.365206,
0.340152,
0.369129,
0.287296,
0.16821,
0.449638,
0.384256,
0.334557,
0.330522,
0.214886,
0.29305,
0.285945,
0.355067,
0.304745,
0.281492,
0.319534,
0.308773,
0.344889,
0.305262,
0.340607,
0.471722,
0.271497,
0.380339,
0.281958,
0.307477,
0.343537,
0.351423,
0.32362,
0.335081,
0.468221,
0.361421,
0.398893,
0.453505,
0.27631,
0.327851,
0.422811,
0.27977,
0.339112,
0.249605,
0.311271,
0.436522,
0.401067,
0.297553,
0.342607,
0.344904,
0.268499,
0.430626,
0.157606,
0.326063,
0.348742,
0.28915,
0.297381,
0.319699,
0.435447,
0.363305,
0.391915,
0.331115,
0.432676,
0.438462,
0.319844,
0.313752,
0.343537,
0.321855,
0.366416,
0.352648,
0.371868,
0.251425,
0.350674,
0.158747,
0.219017,
0.376434,
0.41133,
0.343821,
0.390579,
0.362905,
0.372072,
0.323395,
0.439184,
0.312979,
0.332256,
0.3945,
0.15401,
0.333982,
0.29624,
0.199842,
0.3068,
0.203733,
0.322259,
0.325686,
0.400184,
0.355057,
0.349011,
0.249779,
0.22761,
0.347901,
0.387718,
0.224955,
0.342557,
0.43568,
0.247444,
0.469887,
0.29659,
0.411951,
0.393015,
0.18754,
0.31583,
0.248739,
0.201861,
0.163523,
