0.287915, 1.34173, 0.30365, 0.44097, 0.0573894, , 
0.287915, 0.323083, 1.34173, 1.91253, 0.30365, 0.44097, , 
1.91253, 0.287915, 0.523722, 0.30365, 1.34173, 0.323083, 0.44097, 0.523985, , 
0.287915, 1.34173, 1.91253, 0.323083, 0.30365, 0.44097, , 
0.287915, 1.91253, 0.30365, 1.34173, 0.44097, , 
1.91253, 0.287915, 1.34173, 0.44097, 0.323083, 0.30365, , 
0.287915, 1.34173, 1.91253, 0.30365, 0.44097, , 
0.287915, 1.53821, 0.30365, 1.34173, 0.323083, 1.91253, 0.44097, , 
0.287915, 1.34173, 1.91253, 0.30365, 0.11957, 0.44097, 0.523985, 0.0898279, , 
0.287915, 1.34173, 0.30365, 0.523722, 1.91253, 0.44097, , 
0.287915, 1.34173, 1.91253, 0.523722, 0.30365, 0.44097, , 
1.34173, 0.287915, 0.523722, 1.91253, 0.44097, 0.30365, , 
0.287915, 1.91253, 0.323083, 1.34173, 0.44097, 0.30365, , 
0.287915, 0.523722, 1.91253, 0.323083, 1.34173, 0.44097, 0.30365, , 
0.287915, 1.91253, 1.34173, 0.323083, 0.30365, 0.44097, 0.523985, , 
1.34173, 0.287915, 0.30365, 1.91253, 0.44097, 0.0898279, 0.523985, , 
0.287915, 0.380778, 1.91253, 1.34173, 0.323083, 0.44097, , 
1.34173, 0.287915, 1.91253, 0.44097, 0.30365, , 
0.287915, 1.91253, 1.34173, 0.30365, 0.44097, 0.11957, 0.0898279, , 
0.380778, 1.91253, 1.34173, 0.287915, 0.323083, 0.44097, , 
1.34173, 1.91253, 0.523722, 0.287915, 0.44097, , 
1.34173, 0.523722, 0.287915, 1.91253, 0.323083, 0.0898279, 0.44097, 0.11957, , 
0.287915, 1.34173, 1.91253, 0.30365, 0.44097, , 
1.34173, 1.91253, 0.287915, 0.523722, 0.30365, 0.44097, , 
1.34173, 1.91253, 0.287915, 0.30365, 0.44097, , 
1.91253, 1.34173, 0.287915, 0.44097, 0.11957, , 
0.287915, 0.380778, 1.34173, 1.91253, 0.323083, 0.44097, 0.0573894, 0.523985, , 
1.91253, 1.34173, 0.287915, 0.30365, 0.323083, 0.44097, , 
1.34173, 0.287915, 1.91253, 0.44097, 0.21258, 0.11957, , 
1.34173, 0.287915, 1.91253, 0.380778, 0.44097, 0.523985, , 
1.34173, 0.380778, 1.91253, 0.287915, 0.30365, 0.44097, , 
1.34173, 0.287915, 1.91253, 0.44097, 0.523985, , 
0.287915, 1.34173, 0.523722, 1.91253, 0.30365, 0.44097, , 
0.287915, 1.91253, 1.34173, 0.323083, 0.44097, , 
1.34173, 0.287915, 1.91253, 0.30365, 0.44097, 0.0573894, , 
1.34173, 0.287915, 1.91253, 0.323083, 0.30365, 0.44097, 0.523985, , 
0.380778, 1.34173, 1.91253, 0.287915, 0.323083, 0.44097, 0.0573894, 0.523985, , 
0.380778, 1.34173, 1.91253, 0.287915, 0.323083, 0.44097, , 
1.34173, 0.287915, 0.380778, 1.91253, 0.323083, 0.44097, 1.79118, , 
1.34173, 0.287915, 1.91253, 0.30365, 0.44097, , 
1.91253, 0.287915, 1.34173, 0.44097, 0.523985, , 
1.34173, 0.380778, 1.91253, 0.287915, 0.323083, 0.44097, 0.30365, 0.523985, 0.11957, , 
0.380778, 1.34173, 0.287915, 1.91253, 0.323083, 0.44097, 0.523985, , 
1.34173, 0.287915, 1.91253, 0.44097, 0.523985, , 
1.34173, 0.287915, 1.91253, 0.44097, 1.01668, , 
1.91253, 0.380778, 0.287915, 1.34173, 0.44097, 1.79118, , 
1.34173, 1.91253, 0.287915, 0.323083, 0.44097, 0.523985, , 
1.34173, 1.91253, 0.287915, 0.323083, 0.30365, 0.44097, , 
0.380778, 1.34173, 1.91253, 0.287915, 0.323083, 0.44097, 0.523985, 0.0573894, , 
1.91253, 0.380778, 1.34173, 0.287915, 0.44097, 0.11957, 0.225376, , 
1.34173, 1.91253, 0.523722, 0.287915, 0.323083, 0.44097, 1.01668, 0.225376, , 
0.287915, 1.91253, 0.380778, 1.34173, 0.323083, 0.44097, 0.30365, 0.523985, 0.11957, , 
1.53821, 1.34173, 1.91253, 0.323083, , 
1.53821, 0.323083, 1.34173, 1.91253, , 
1.53821, 0.323083, 1.91253, 1.34173, , 
1.53821, 1.34173, 0.323083, 1.91253, , 
1.53821, 0.323083, 1.91253, 1.34173, , 
1.53821, 1.91253, 1.34173, 0.323083, , 
1.53821, 1.91253, 1.34173, 0.323083, , 
1.53821, 1.34173, 1.91253, 0.323083, , 
1.53821, 1.91253, 0.323083, 1.34173, , 
1.91253, 1.34173, 0.30365, 0.44097, 0.602264, , 
0.626419, 0.024614, 0.323083, 0.665642, 0.30365, 0.44097, 1.07102, 0.225376, 0.691105, , 
0.961707, 0.0428823, 0.594757, 0.58411, 0.565922, 0.333585, 0.265921, 0.337037, 0.215764, 0.191534, 0.849049, 1.24189, 0.310649, 1.41977, 0.0185589, 1.12661, 0.288714, 0.214583, 0.391335, 0.153558, , 
0.0428823, 0.565922, 0.265921, 0.276097, , 
0.565922, 0.929431, 0.280772, 0.98797, 0.901487, 0.196984, , 
0.929431, 0.196984, 0.280772, 0.98797, , 
0.565922, 1.64938, 0.265921, 0.901487, 0.929431, 0.196984, , 
0.375037, 0.929431, 0.181789, 0.430149, , 
0.24824, 0.287316, 0.369381, 0.143206, 0.151223, 0.192539, 0.52078, 0.865242, 0.56359, 0.0151025, 0.378247, 1.41006, 0.746637, 0.416391, 1.55437, 0.285259, 1.14743, 0.297985, 0.246994, 0.0324029, 0.182751, 0.0149993, 0.454228, 0.078896, 0.789272, 0.114404, 0.0536837, 0.00475636, 0.0923873, 0.999306, 0.029244, 0.0288066, , 
0.0426465, 0.743996, 0.787677, 0.877587, , 
1.21297, 0.0426465, 0.645524, 0.787677, 0.40646, 2.60263, , 
1.74246, 1.90952, 1.64005, 0.610648, , 
3.73484, 0.787677, 1.68009, 0.951928, , 
1.43652, 0.24824, 1.68009, 0.469337, 0.787677, 0.951928, , 
0.0117415, 0.326651, 0.370048, 0.606697, 0.656441, , 
0.285121, 0.326651, 0.370048, 0.0117415, 0.640467, 0.606697, , 
0.285121, 0.0117415, 0.326651, 0.330311, 2.50297, , 
0.370048, 0.345188, 0.606697, 0.376507, , 
2.41296, 0.211678, 0.585914, 0.370384, 2.14963, 1.45059, 0.228484, 0.849412, , 
2.41296, 0.211678, 0.37111, 2.14963, 0.228484, , 
2.41296, 0.37111, 0.211678, 0.228484, 2.14963, 0.849412, , 
1.72601, 0.211678, 0.228484, 2.14963, 1.74089, , 
0.211678, 1.72601, 2.14963, 0.228484, , 
2.41296, 1.72601, 2.14963, 1.59589, 0.211678, , 
0.211678, 0.37111, 0.228484, 0.849412, 2.14963, , 
2.41296, 0.211678, 1.72601, 1.59589, 2.14963, 0.849412, , 
0.211678, 1.72601, 0.849412, 0.228484, 2.14963, , 
0.211678, 0.37111, 0.228484, 2.14963, 0.849412, , 
1.72601, 0.211678, 2.14963, 0.228484, 1.74089, 0.849412, , 
2.41296, 1.72601, 0.211678, 0.228484, 0.849412, 2.14963, 1.74089, , 
0.37111, 0.211678, 2.14963, 0.228484, , 
0.211678, 1.72601, 2.14963, 0.228484, 0.849412, , 
2.41296, 1.72601, 0.211678, 0.228484, , 
2.41296, 0.37111, 0.211678, 0.228484, 1.74089, , 
0.37111, 0.211678, 0.228484, 2.14963, , 
0.37111, 0.211678, 2.14963, 1.59589, 0.849412, , 
2.41296, 0.211678, 1.72601, 2.14963, 0.228484, 1.74089, , 
2.41296, 0.211678, 1.72601, 2.14963, 0.228484, 1.74089, , 
0.37111, 0.211678, 2.14963, 0.228484, 1.74089, , 
2.41296, 0.37111, 0.211678, 0.228484, , 
0.211678, 2.14963, 0.228484, 1.74089, , 
0.37111, 0.211678, 0.228484, 0.849412, 2.14963, , 
2.41296, 0.37111, 0.211678, 2.14963, 0.228484, 0.849412, , 
2.41296, 0.37111, 0.211678, 0.228484, 1.74089, , 
0.211678, 1.72601, 2.14963, 0.228484, , 
2.33845, 2.41296, 1.72601, 0.211678, 0.228484, 1.74089, 0.849412, 0.751597, , 
0.211678, 1.72601, 0.699969, 2.14963, 0.849412, 0.228484, , 
2.41296, 0.37111, 0.211678, 2.14963, 0.228484, 0.849412, , 
0.37111, 0.211678, 0.849412, 0.228484, 1.74089, , 
1.72601, 0.211678, 2.14963, 0.228484, , 
2.41296, 1.72601, 0.211678, 2.14963, 0.228484, 0.849412, , 
1.72601, 0.211678, 0.228484, 2.14963, 1.74089, 0.849412, , 
0.211678, 2.14963, 0.228484, 1.74089, , 
1.72601, 0.699969, 0.211678, 0.228484, 2.14963, , 
0.211678, 1.72601, 0.228484, 0.849412, , 
2.33845, 0.37111, 0.211678, 0.228484, 2.14963, , 
2.41296, 0.37111, 0.211678, 0.228484, 0.849412, , 
0.699969, 1.72601, 0.211678, 0.228484, 0.849412, 2.14963, , 
2.41296, 0.211678, 0.228484, 0.849412, , 
1.72601, 0.699969, 2.14963, 0.211678, 0.228484, 0.849412, , 
0.37111, 0.699969, 0.211678, 1.59589, 2.14963, , 
1.72601, 0.211678, 0.699969, 0.228484, 2.14963, 1.74089, , 
2.41296, 0.37111, 2.14963, 0.849412, 0.211678, 0.228484, , 
0.699969, 0.211678, 2.14963, 0.228484, , 
2.41296, 0.37111, 0.211678, 2.14963, 0.228484, 0.849412, , 
2.41296, 1.72601, 0.211678, 2.14963, 0.228484, 0.849412, , 
2.41296, 1.72601, 0.211678, 2.14963, 0.228484, , 
2.41296, 1.72601, 0.211678, 0.228484, 0.849412, 1.74089, 2.14963, , 
2.41296, 1.72601, 0.211678, 2.14963, 1.59589, 0.849412, 0.751597, 1.74089, , 
2.41296, 1.72601, 0.211678, 1.59589, 2.14963, 0.849412, , 
1.72601, 0.211678, 2.14963, 0.228484, , 
0.516824, 0.37111, 0.211678, 2.14963, 0.228484, , 
0.211678, 1.72601, 0.228484, 2.14963, 0.751597, , 
0.211678, 1.72601, 2.14963, 0.228484, , 
0.37111, 2.14963, 1.59589, 0.211678, 0.849412, , 
0.516824, 1.72601, 2.14963, 1.59589, 0.211678, 0.849412, , 
0.699969, 0.211678, 2.14963, 0.228484, , 
2.41296, 1.72601, 2.14963, 0.211678, 0.228484, 0.849412, 0.751597, , 
0.211678, 0.37111, 0.699969, 0.849412, 2.14963, 0.228484, , 
1.72601, 0.211678, 0.829572, 0.228484, 2.14963, 0.849412, , 
1.72601, 0.699969, 2.14963, 0.211678, 0.751597, , 
2.41296, 0.211678, 1.72601, 2.14963, 0.228484, 0.751597, , 
1.72601, 2.14963, 0.228484, 0.211678, 0.849412, , 
1.72601, 0.211678, 0.699969, 2.14963, 0.228484, 0.849412, 0.751597, , 
1.72601, 0.228484, 2.14963, 0.699969, 0.211678, 0.849412, , 
1.72601, 0.211678, 2.14963, 0.228484, , 
2.41296, 0.211678, 1.72601, 0.228484, 0.849412, 2.14963, , 
0.228484, 0.211678, 0.849412, 2.14963, , 
0.211678, 1.72601, 0.228484, 2.14963, 1.74089, , 
1.72601, 0.211678, 2.14963, 0.228484, , 
2.33845, 0.829572, 0.211678, 0.849412, 0.228484, 2.14963, , 
