0.000111451, 4.03857e-05, 0.0186735, 0.00010481, 4.83887e-05, 0.0140691
0.0195078, 0.00190269, 0.000453705, 0.000743681, 0.0155385, 0.00309894, 0.019628
0.0102177, 0.00197914, 0.00231565, 0.00091546, 0.0147867, 0.0116914, 0.000579693
0.000468925, 0.000540967, 0.000273059, 0.000344622, 0.000547218, 0.00977982, 0.0134713
0.00199826, 0.0031685, 7.30744e-05, 0.00156111, 0.0003177
5.17427e-08, 0.00729093, 5.2012e-08, 5.33696e-08
0.00114779, 0.00847047, 0.000986249, 0.000415102, 0.0164869, 0.000576207
2.27931e-07, 0.0167653, 2.28964e-07, 2.2459e-07
1.3897e-07, 1.49535e-07, 0.0181392, 1.34582e-07
0.000252593, 7.44176e-07, 0.000386358, 0.000131645, 0.0185413, 0.0129873
0.0174821, 6.3609e-09, 0.0196022, 1.26396e-08, 8.30986e-09
1.903e-07, 0.0129976, 0.0185249, 1.8993e-07, 0.0157613, 1.89316e-07
0.00168742, 0.0163211, 0.00231605, 0.000815481, 0.0102132, 0.00352792, 0.0155728, 0.00684225, 0.00129187
1.3897e-07, 1.49535e-07, 1.34582e-07
5.67606e-05, 0.00403188, 0.0150491, 0.0129307, 0.00170602, 0.00577857, 1.64438e-05, 0.0022523
0.0138313, 2.35001e-08, 1.67126e-08, 1.87436e-08
0.0194769, 0.000416466, 0.00158243, 0.0122704, 0.00157133, 0.000405085
0.011928, 0.000255692, 0.0169783, 0.00787171, 0.000238038, 0.000117574, 0.0192957, 0.000134281
0.000231618, 0.00914634, 0.000732208, 0.0130692, 0.000855102, 0.000354095
0.0103011, 1.5365e-07, 0.0134204, 1.53327e-07, 1.51292e-07
0.00014617, 0.00389295, 0.0104244, 0.0173025, 0.0187739, 0.00981743, 0.00107363, 0.000170973, 0.00297932, 0.000135954, 0.0166182
0.0124632, 0.0110256, 2.4021e-07, 0.00709183, 2.38184e-07, 2.38097e-07
0.00567077, 0.0179825, 1.31831e-07, 1.34205e-07, 1.34171e-07
0.00944999, 0.00251583, 0.00121975, 8.89636e-05, 0.00165896, 0.000272919, 0.018117
0.00893913, 3.31328e-07, 3.36524e-07, 0.0158725, 3.32157e-07
1.81233e-08, 4.94084e-08, 0.00887449, 7.78306e-08
0.00162915, 0.000806607, 0.00139318, 0.00057061, 0.0160181
2.87355e-07, 0.0154692, 2.88353e-07, 2.89106e-07
1.78371e-09, 0.0128744, 5.42705e-09, 4.72158e-09
0.00131009, 0.000110359, 0.00111549, 0.000315814, 0.000399499, 0.0153112
0.00171715, 0.00213661, 0.000410777, 0.000643735, 0.00873402, 0.00486397, 0.000186317
5.97937e-08, 5.87572e-08, 0.013782, 5.85567e-08, 0.0155543
0.0107353, 0.0185351, 0.00025365, 2.9672e-07, 0.000131408, 0.000385743
0.00104145, 0.00334315, 0.000723674, 0.00774755, 0.00119306, 0.00277224
0.00181308, 0.00174331, 0.00969798, 0.000267902, 0.000338187
0.000251753, 0.000173332, 0.00946578, 0.000107298, 0.0176817, 0.0197977, 0.000186111
0.00211245, 0.00933882, 0.00197766, 0.00033307, 0.000198492, 0.0186446
8.11656e-08, 0.00844546, 8.12482e-08, 8.20848e-08, 0.0156416
1.5795e-07, 1.57407e-07, 1.57086e-07, 0.0123884
0.00257964, 0.00915419, 0.000696921, 0.00151896, 0.000363239
0.000869733, 0.00715877, 0.000398003, 0.000634214, 0.00063437
0.0132475, 0.00176454, 0.0127805, 0.00212608, 0.00344157, 3.24501e-05, 0.000417887
0.00172311, 0.000424167, 0.00875125, 0.0142755, 0.00253094, 0.000383212, 0.0146199
1.3897e-07, 1.49535e-07, 1.34582e-07
0.000157857, 0.00025176, 7.80794e-05, 0.000358011, 2.72755e-05
0.00216707, 0.00164091, 0.000628248, 0.000101719
0.0100666, 0.000220516, 0.000879012, 0.00193146, 0.00127367
5.1151e-09, 1.9784e-09, 3.83919e-09
0.000255692, 0.0169783, 0.000238038, 0.000117574, 0.000134281
0.000729652, 1.78549e-05, 0.00131733, 0.000605805
