3.55831, 
1.62371, 
2.26316, 
0.990462, 
2.21491, 
0.376234, 
0.416357, 
0.991664, 
1.61585, 
2.32275, 
2.25981, 
3.62449, 
1.63325, 
2.954, 
2.01095, 
1.36372, 
1.63325, 
1.61585, 
2.84387, 
2.25981, 
0.823308, 
0.376234, 
1.61551, 
2.89397, 
1.16774, 
2.25981, 
0.405941, 
0.394998, 
2.57383, 
2.86612, 
1.61585, 
0.376229, 
2.6701, 
0.391513, 
2.25981, 
1.48432, 
0.414349, 
0.391562, 
1.41099, 
2.97111, 
1.69361, 
3.26459, 
2.25981, 
2.25981, 
2.58084, 
2.6998, 
2.25981, 
2.26316, 
0.130593, 
2.25981, 
0.98608, 
0.398702, 
2.68009, 
0.44155, 
0.933849, 
2.32275, 
1.97368, 
2.25981, 
2.21491, 
1.58447, 
2.82264, 
1.00346, 
0.0425092, 
2.6701, 
1.62371, 
1.00562, 
0.400311, 
1.61566, 
2.68009, 
2.26312, 
3.54302, 
0.573482, 
1.61585, 
1.61585, 
1.61585, 
2.65833, 
3.54302, 
2.25981, 
0.810058, 
2.21491, 
0.614113, 
0.0820633, 
0.99469, 
2.26316, 
1.58447, 
0.964997, 
2.26312, 
2.25981, 
3.59342, 
2.25981, 
2.13154, 
3.40974, 
1.03889, 
0.614088, 
0.400799, 
0.413916, 
0.40568, 
2.32275, 
2.69334, 
0.16179, 
1.36388, 
3.20314, 
0.614109, 
1.61585, 
2.68009, 
3.68003, 
1.61585, 
1.61585, 
2.75527, 
3.58098, 
3.58098, 
2.26312, 
2.28552, 
0.400829, 
0.677746, 
1.61566, 
0.99469, 
2.67973, 
1.36372, 
0.562868, 
0.378704, 
2.01986, 
1.61585, 
2.01588, 
1.55876, 
1.54553, 
1.6711, 
1.61551, 
2.6904, 
2.65831, 
2.26312, 
2.01095, 
1.61565, 
2.68009, 
3.54302, 
0.675118, 
2.26311, 
2.26304, 
0.142358, 
1.61585, 
0.399344, 
2.00789, 
0.487586, 
1.59001, 
0.906276, 
2.25981, 
1.57052, 
0.304754, 
2.83862, 
1.61585, 
1.48676, 
2.25981, 
2.26316, 
2.0446, 
0.981885, 
0.875326, 
2.65084, 
2.26304, 
1.61552, 
1.54553, 
3.58099, 
3.57405, 
1.87482, 
1.63325, 
2.5809, 
0.59518, 
2.26311, 
2.25981, 
0.391513, 
2.6904, 
2.68009, 
0.93776, 
0.994933, 
1.61585, 
0.482182, 
1.00032, 
2.6904, 
3.05978, 
3.56923, 
1.78871, 
0.850466, 
2.67386, 
1.61551, 
2.26312, 
1.61585, 
1.57895, 
2.25981, 
0.426679, 
0.837689, 
2.85361, 
1.48676, 
1.61585, 
1.36391, 
1.57895, 
1.29183, 
2.68009, 
0.585815, 
3.04916, 
0.376234, 
0.398739, 
1.61585, 
0.876736, 
1.61585, 
2.63932, 
0.99469, 
1.61585, 
2.68009, 
2.25981, 
2.67627, 
2.46641, 
0.394999, 
2.67973, 
3.05239, 
1.63325, 
2.00928, 
1.78418, 
1.36372, 
0.671771, 
0.99469, 
0.334555, 
2.32747, 
1.80612, 
0.376237, 
0.130593, 
3.22254, 
1.61585, 
3.20766, 
1.81163, 
2.25981, 
0.391513, 
2.00928, 
1.61585, 
3.22254, 
0.391513, 
2.25981, 
0.171273, 
2.25981, 
2.09832, 
1.61565, 
1.40837, 
2.26363, 
2.25981, 
0.994936, 
2.25981, 
0.710546, 
2.25981, 
2.53866, 
1.65341, 
1.57362, 
0.13602, 
1.18819, 
2.25981, 
3.16126, 
0.866902, 
